massa,vel_x,vel_y
5.813457264e-26,703.2745531363691,65.09094935056618
3.819884112e-26,0.0,0.0
5.813457264e-26,123.7927944125232,-101.13661141000424
5.813457264e-26,60.5406422233211,-398.03198958354983
5.813457264e-26,-421.92153104520435,-211.37964990418794
3.819884112e-26,0.0,0.0
5.813457264e-26,223.8559252487192,-140.53938562373122
5.813457264e-26,-302.2365341898785,-388.77235494043555
5.813457264e-26,85.53588643778716,902.2486114432445
5.813457264e-26,193.925863965833,-369.117540375485
5.813457264e-26,-529.989158743494,7.8262326835725275
5.813457264e-26,255.28738675591075,-183.27295187273944
5.813457264e-26,-424.07153329388626,230.35501971177425
3.819884112e-26,-0.0,-0.0
3.819884112e-26,0.0,0.0
5.813457264e-26,-287.3751568931805,-193.06716406596917
5.813457264e-26,232.7771775905568,349.4439139462131
5.813457264e-26,-189.3527762467744,602.2118185903394
5.813457264e-26,63.46873001441941,-866.9955194068996
5.813457264e-26,264.111240650122,106.67593480465604
3.819884112e-26,0.0,0.0
5.813457264e-26,242.1968514861109,130.23170664575537
3.819884112e-26,0.0,0.0
5.813457264e-26,173.1292849720333,445.3284038928739
5.813457264e-26,43.247485902888684,202.4573524273153
5.813457264e-26,-605.6143707827445,43.640035068529386
5.813457264e-26,355.392099094398,201.4745534423464
3.819884112e-26,0.0,0.0
5.813457264e-26,-284.50214439747924,321.79676840148954
5.813457264e-26,337.2208352922288,-332.83503262717556
5.813457264e-26,344.69558395081197,-168.19592034198158
5.813457264e-26,362.42399608857386,-229.43327306675894
5.813457264e-26,223.45416065680178,233.49682153125963
5.813457264e-26,314.52043154301566,113.66889703999865
5.813457264e-26,803.7788884817799,-142.7618061011031
3.819884112e-26,0.0,0.0
5.813457264e-26,-267.48397410690376,-72.2932691599488
5.813457264e-26,515.2391673939985,-837.588997946895
3.819884112e-26,0.0,0.0
3.819884112e-26,0.0,0.0
3.819884112e-26,0.0,0.0
3.819884112e-26,0.0,-0.0
5.813457264e-26,269.482761651694,-1003.7879214770355
3.819884112e-26,0.0,0.0
3.819884112e-26,0.0,0.0
5.813457264e-26,-689.0598731698908,901.7818796301462
5.813457264e-26,-118.87033083673191,316.83607245810754
5.813457264e-26,282.2870908518155,34.917797645341295
3.819884112e-26,0.0,0.0
5.813457264e-26,-1137.050370222573,-763.8453667840913
5.813457264e-26,124.2705766856167,172.19901209728783
5.813457264e-26,139.4504143948067,315.81711619589896
5.813457264e-26,139.7370408436649,322.747893436784
5.813457264e-26,115.90172621904105,486.7951761105347
5.813457264e-26,-58.96652635763678,-179.93059010013513
5.813457264e-26,-32.57228108191998,187.81941695990724
3.819884112e-26,0.0,-0.0
5.813457264e-26,107.82148115127328,-461.26158575549397
5.813457264e-26,445.75816139316623,66.14725618175373
3.819884112e-26,0.0,0.0
5.813457264e-26,-348.5202221321908,402.52311595577237
5.813457264e-26,223.37481367633347,261.266873106009
5.813457264e-26,46.34128352733319,485.0037051523731
9.633341376e-26,129.65477717260035,-96.42509372708201
9.633341376e-26,36.244463455963285,-182.35428256277612
9.633341376e-26,354.9120348429413,267.3175085802318
9.633341376e-26,185.75251874669723,378.2091358355717
9.633341376e-26,312.6291482686088,188.03043226289077
9.633341376e-26,5.406011121144161,-600.1255219205698
9.633341376e-26,-18.364535227404247,248.72139212068663
9.633341376e-26,-283.8757985674157,212.59439653088924
9.633341376e-26,339.0432020338269,-43.11951307419082
9.633341376e-26,200.50769046899103,436.21522122572196
9.633341376e-26,341.0400492065737,-20.412879051283
9.633341376e-26,116.78212153947578,-38.89233946510495
9.633341376e-26,45.896716239667924,70.99964491755111
9.633341376e-26,324.21154975754047,-120.93175662663805
9.633341376e-26,-116.17252276568652,-351.73314175166684
9.633341376e-26,276.41404600190845,-491.56094639918507
9.633341376e-26,162.79692312795646,2.0307397008791668
9.633341376e-26,126.13475311600888,-74.25472519969071
9.633341376e-26,110.10143241962629,-412.72176546397134
9.633341376e-26,362.41201761356774,-223.7842690730884
9.633341376e-26,490.5659025558771,-287.5912840160978
9.633341376e-26,-184.60271782632356,-181.29897313509255
9.633341376e-26,-275.3990234878868,22.22048544916953
9.633341376e-26,249.63239488182376,374.0944782188693
9.633341376e-26,208.06812514940697,112.66734178717411
9.633341376e-26,265.5112907077454,-474.3877338750823
9.633341376e-26,-486.0897881393623,255.4365757262737
9.633341376e-26,34.58020818749109,312.5480179870083
9.633341376e-26,-327.907440227151,-408.3109310576764
9.633341376e-26,411.09438451314924,-889.9108634967744
9.633341376e-26,182.3802150479679,-30.565129102516238
9.633341376e-26,165.5968265039495,-576.1202307876101
9.633341376e-26,153.715432168794,-152.61565983618718
9.633341376e-26,248.8814301395069,-180.55286295050038
9.633341376e-26,-333.07412248905416,-305.5172748483236
9.633341376e-26,260.6061202645658,326.72315937332746
9.633341376e-26,-120.03516175876308,-282.46578910962273
9.633341376e-26,328.5281013796781,-80.96342014922675
9.633341376e-26,264.0024835362963,360.74041118767923
9.633341376e-26,107.32618636605173,-60.389653678963526
9.633341376e-26,13.303362107235642,-328.6916306400029
9.633341376e-26,-414.28691244588435,-22.395875561241667
9.633341376e-26,176.14445067004925,-0.3391346789030649
9.633341376e-26,293.05846032097514,303.88549620136
9.633341376e-26,11.415835170248613,380.1223855006455
9.633341376e-26,-116.83412063993336,485.235884104972
9.633341376e-26,-458.3609405823986,430.75270799719095
9.633341376e-26,-366.7624094524144,345.15907042067795
9.633341376e-26,-69.99465339157167,-120.33178923532665
9.633341376e-26,217.30426061097873,-203.03396544294236
9.633341376e-26,-110.31660034709807,-292.25891478088795
9.633341376e-26,-455.5710899042746,151.50213502591376
9.633341376e-26,-2.095967406523968,-315.1440665992374
9.633341376e-26,-239.3841695862679,-318.64997560186464
9.633341376e-26,-286.48466033146815,-193.33972541232947
9.633341376e-26,-386.4086472123961,10.417032648933414
9.633341376e-26,-386.3887896602655,-223.7681653504653
9.633341376e-26,-81.99916512602809,-32.32997264746206
9.633341376e-26,175.80730281624201,-547.2905623262948
9.633341376e-26,80.21484493230497,-34.19645809968148
9.633341376e-26,425.04622885501055,207.62933973935367
9.633341376e-26,-135.3783371864202,158.16041869019034
9.633341376e-26,428.0883788973963,-157.72602404285237
9.633341376e-26,154.50972090175355,-122.46192656844542
9.633341376e-26,275.9259658319602,-483.6136035771762
9.633341376e-26,37.983027718168216,-303.689910824382
9.633341376e-26,-133.8743035522475,94.81063331150261
9.633341376e-26,-246.93641561708534,247.0818253975457
9.633341376e-26,-222.5299638083186,-64.57861416898793
9.633341376e-26,278.0161399483022,33.08759849019634
9.633341376e-26,-547.0121324000199,44.48966981362693
9.633341376e-26,386.763193923277,140.83273687307778
9.633341376e-26,292.20381204835644,-712.7041155829423
9.633341376e-26,-273.85164908030976,311.2192155157319
9.633341376e-26,-228.73740608210014,119.01674165593116
9.633341376e-26,-59.33363001703937,-133.4792682201752
9.633341376e-26,-169.0511779793685,266.5278616938871
9.633341376e-26,-335.1364232165631,261.02723150568625
9.633341376e-26,332.56478012843473,-137.30244023346773
9.633341376e-26,-97.93812450257093,-190.82827514534432
9.633341376e-26,572.9075586959423,203.27810268031936
9.633341376e-26,169.51329593516792,-98.02210511228185
9.633341376e-26,-73.4957452814067,124.3072922520945
9.633341376e-26,-118.5952977952377,228.66242037846013
9.633341376e-26,-432.9746532522734,-169.18703575565942
9.633341376e-26,-75.13239542087075,-525.5999065729864
9.633341376e-26,-147.25375292824788,81.51925628566116
9.633341376e-26,127.8697103946501,39.47542926922165
9.633341376e-26,74.29447269997311,107.61607872123255
9.633341376e-26,281.5031595920773,-127.39663609964364
9.633341376e-26,-181.35510218893353,-403.0702745444271
9.633341376e-26,96.57466642397651,-255.6901633546008
9.633341376e-26,43.9609246700106,162.42220085892316
9.633341376e-26,-193.89915663729425,-132.7645405707694
9.633341376e-26,-425.73361372233455,325.70556076960025
9.633341376e-26,-214.4765934580129,94.62281078139279
9.633341376e-26,-730.3632754704092,493.8385001299379
9.633341376e-26,238.10026052283186,-289.60690832379476
9.633341376e-26,48.23102069355838,-59.85091564540545
9.633341376e-26,136.22929128214855,265.2589710942161
9.633341376e-26,38.513291370931,-109.76616293733264
9.633341376e-26,249.86266269619284,235.3667636652299
9.633341376e-26,-116.08863555764333,51.282867204002116
9.633341376e-26,-98.45727979929157,-98.97142242273407
9.633341376e-26,334.95059436707027,296.3569386718948
9.633341376e-26,0.17577396895751463,50.699771565371165
9.633341376e-26,359.68756737799924,153.39332849642852
9.633341376e-26,-231.97168146244042,94.35248068583712
9.633341376e-26,-32.397139126466925,-287.52939871385195
9.633341376e-26,524.4547971486842,152.9969266362287
9.633341376e-26,-108.5403014086572,-569.2944956271799
9.633341376e-26,-439.21442929166125,221.04420350603647
9.633341376e-26,311.56482198321476,-200.28057401170707
9.633341376e-26,-245.0934368749589,275.781788006547
9.633341376e-26,42.465762913578715,-22.973651169251106
9.633341376e-26,-8.364433651974252,-221.74487803509635
9.633341376e-26,-283.82170477323075,183.8387876798727
9.633341376e-26,-155.4378758804479,738.4127681485554
9.633341376e-26,-216.89728019594878,-47.64855385555629
9.633341376e-26,-456.98297127042093,231.77046112434584
9.633341376e-26,19.47004107150545,-125.61789813073955
9.633341376e-26,-285.1735789008526,-31.22931088430218
9.633341376e-26,-333.74039047232964,-339.5975588709653
9.633341376e-26,486.7962369265559,-80.66451089932855
9.633341376e-26,-14.156630963945759,199.88773677687078
9.633341376e-26,-242.42737339726972,-274.7737706353735
9.633341376e-26,669.3188326742068,-115.56063442765935
9.633341376e-26,-156.808197544191,238.3125099858978
9.633341376e-26,328.5357186776422,123.24889719880687
9.633341376e-26,-607.6785392662889,4.722543170526407
9.633341376e-26,-111.59896622638621,-396.8478042788877
9.633341376e-26,-25.766042326036626,-51.12660300244195
9.633341376e-26,-258.5019821420823,181.21472362120886
9.633341376e-26,71.28559464363067,-14.44072492339319
9.633341376e-26,425.4155135892438,463.06352475133895
9.633341376e-26,-196.14008119023686,-269.24683157229657
9.633341376e-26,-322.24874215644445,-61.933831060147966
9.633341376e-26,-201.1655164609783,-35.13024322434248
9.633341376e-26,-70.91320786787844,81.67047433506536
9.633341376e-26,-37.54470123444514,36.915499577605345
9.633341376e-26,-206.05584419924185,19.068551210986527
9.633341376e-26,-170.24053550201097,-417.20945721182403
9.633341376e-26,-82.07498053660598,-254.99125561511016
9.633341376e-26,16.059500197330237,-266.08792790402316
9.633341376e-26,-264.2430011860453,-135.85348830332012
9.633341376e-26,77.69358430957402,137.336745112391
9.633341376e-26,-294.28526344293243,34.012184297824604
9.633341376e-26,-340.7816826191691,409.23782468341506
9.633341376e-26,-121.59159178846863,-280.4547481547217
9.633341376e-26,3.1449023185247995,-60.80044675909348
9.633341376e-26,206.70403881798234,294.70155141391143
9.633341376e-26,-183.27390367752454,-458.84624084809343
9.633341376e-26,-13.488133805081816,-286.2243855175222
9.633341376e-26,328.98892460675034,-348.46617543945234
9.633341376e-26,164.42907914338846,385.2225021202932
9.633341376e-26,-281.1875855022417,128.64766717301018
9.633341376e-26,-83.5682827653394,-185.7789327155184
9.633341376e-26,44.39882431821684,-740.3654208939192
9.633341376e-26,-646.3900375456778,161.055218454444
9.633341376e-26,-117.82879044348974,-191.5217378310337
9.633341376e-26,-199.52494923476706,269.6335773767779
9.633341376e-26,235.62623069508132,-151.2847027032795
9.633341376e-26,-514.6396778298916,-248.06937239887378
9.633341376e-26,39.51081859737613,-248.156260030186
9.633341376e-26,367.95191512080584,128.04455445527537
9.633341376e-26,-364.12543855842443,-345.0438190581553
9.633341376e-26,-22.778480517888568,315.9675424498086
9.633341376e-26,-578.1261425220088,125.73224755455911
9.633341376e-26,-57.9199487558179,95.13535802188733
9.633341376e-26,-251.53779933068324,-1.2052405416009577
9.633341376e-26,-193.098680152101,-48.27591652851976
9.633341376e-26,175.16397457228038,323.7626786321121
9.633341376e-26,185.6226317952329,113.52654473622744
9.633341376e-26,-1.0445991467008753,-5.969620007155754
9.633341376e-26,98.1838317705243,208.61268675570852
9.633341376e-26,298.82176835744633,198.99320098052254
9.633341376e-26,90.12442505522824,108.68570660347308
9.633341376e-26,95.97519469468932,317.57150482743316
9.633341376e-26,387.68686250821395,197.56511006534967
9.633341376e-26,-248.74298761656883,-364.96163195744714
9.633341376e-26,-305.78679066795826,14.05620038452156
9.633341376e-26,232.89004955635835,495.0689332045058
9.633341376e-26,-174.1826883421738,-28.91872934437548
9.633341376e-26,-278.49828930876544,-83.05396257067335
9.633341376e-26,-278.5544539803333,353.5822565544191
9.633341376e-26,294.35602903035016,-131.45855268817022
9.633341376e-26,609.9449043542527,106.9364568807463
